-0.190324,1.524450,0.396272,-0.468687,0.408421,-0.783279
-0.233184,-2.412544,-0.920641,-1.940318,2.790429,-5.283850
-2.168835,0.554699,1.968444,-0.440778,0.424581,-0.790851
2.246028,0.162782,-2.419942,-0.551230,0.223772,-0.803786
0.831404,-0.956541,-1.650053,-0.205944,0.522909,-0.827136
-0.636832,0.249360,0.365219,-0.042349,0.593465,-0.803745
-1.474882,-1.041666,0.717365,-0.574923,-0.049824,-0.816689
1.063222,1.439098,-0.852947,-0.503824,0.331526,-0.797654
0.882406,0.271007,-1.108942,-0.583300,0.087711,-0.807507
-0.220110,-1.152028,-0.566784,-0.551266,0.141042,-0.822322
-0.059448,2.691867,0.727269,-0.470032,0.421183,-0.775677
-1.230701,1.532813,1.414116,-0.465869,0.408636,-0.784846
-1.233152,-0.215531,0.734501,-0.427328,0.447930,-0.785334
-0.040480,0.596431,-0.217609,0.054832,0.380632,-0.923100
-1.529554,0.837931,1.445523,-0.626767,0.109725,-0.771443
1.767099,-0.367875,-2.139638,-0.649607,0.221724,-0.727221
-2.190845,-0.260855,1.641831,-0.433580,0.216016,-0.874840
0.057788,-0.510866,-0.579899,-0.756283,0.077026,-0.649694
1.456358,0.549090,-1.482522,-0.376091,0.240030,-0.894953
-0.704356,-1.536497,-0.200086,-0.477032,0.396570,-0.784329
0.599564,-1.574408,-1.421286,-0.697167,0.228691,-0.679455
0.308583,1.872389,0.049804,-0.592001,0.330829,-0.734907
0.150841,-1.979687,-1.174406,-0.590236,0.286618,-0.754633
0.540350,-0.189934,-0.900220,-0.398489,0.392722,-0.828840
0.628726,1.085569,-0.598509,-0.273074,0.167629,-0.947276
-0.438658,2.306747,0.940669,-0.488340,0.385561,-0.782858
1.395891,-0.763566,-1.866108,-0.431066,0.205394,-0.878633
-0.858170,1.893548,1.190808,-0.404958,0.301740,-0.863112
-0.606279,-0.412241,-0.003503,-0.366198,0.379124,-0.849802
-0.681251,0.921187,0.626557,-0.098334,0.519239,-0.848953
-0.864401,-0.876159,0.065034,-0.710256,0.056152,-0.701700
-1.730623,0.413993,1.151049,-0.434345,0.301905,-0.848645
-1.616592,-0.433714,1.073782,-0.463619,0.393155,-0.794032
-0.082888,0.087026,-0.252575,-0.267950,0.466908,-0.842734
0.173230,0.984782,-0.232016,0.243855,0.701751,-0.669388
-1.093002,0.236671,0.855915,-0.489119,0.461440,-0.740159
-0.555947,1.344016,0.642252,-0.145677,0.576945,-0.803687
-1.029712,0.754553,0.944645,-0.492019,0.297767,-0.818078
0.181680,-1.056900,-0.870692,-0.412785,0.440179,-0.797403
1.275053,-0.227476,-1.609531,-0.476491,0.322062,-0.818066
1.845356,0.077876,-2.032886,-0.473691,0.304802,-0.826264
0.380842,0.375113,-0.846193,-0.362380,0.535088,-0.763126
-2.345195,0.208076,2.286585,0.000133,0.000083,1.000000
1.860588,0.590736,-1.878649,-0.469015,0.234594,-0.851464
-1.836454,0.072570,1.456954,-0.489605,0.202375,-0.848134
-0.261027,-1.571739,-0.635724,-0.174051,0.533550,-0.827666
-1.463782,1.260551,1.564925,-0.509675,0.274017,-0.815565
1.412631,0.153989,-1.595697,-0.381911,0.271671,-0.883368
1.468841,1.011653,-1.359723,-0.492993,0.298729,-0.817141
0.207299,1.492860,-0.098423,-0.285810,0.513297,-0.809221
0.994946,0.664306,-1.138898,-0.397279,0.404204,-0.823886
0.442482,-0.554485,-1.108114,0.168059,0.801151,-0.574380
0.937850,-0.611714,-1.405735,-0.535178,0.305274,-0.787650
0.183516,-1.564579,-1.021994,-0.534431,0.349773,-0.769443
0.701961,1.859118,-0.326860,-0.489698,0.274061,-0.827699
0.310180,2.290995,0.209161,-0.543724,0.288078,-0.788273
-1.946332,0.821766,1.769764,-0.213464,0.588062,-0.780138
-1.058571,-1.112685,0.262623,-0.426065,0.267951,-0.864101
-0.601173,-1.991638,-0.464791,-0.376656,0.401019,-0.835053
1.059819,1.042013,-1.003547,-0.352051,0.391766,-0.850047
-0.092724,1.895373,0.455912,-0.548681,0.496153,-0.672891
-0.367259,-0.150582,-0.131495,-0.180547,0.485667,-0.855295
-0.051293,2.272282,0.553251,-0.456640,0.359862,-0.813621
0.630506,-1.150711,-1.259641,-0.424100,0.300177,-0.854419
0.665911,1.483392,-0.487923,-0.415701,0.363654,-0.833636
-0.190534,-2.032808,-0.813160,-0.533326,0.366687,-0.762301
-0.514879,1.944445,0.894287,-0.421130,0.292363,-0.858588
0.879374,-0.113213,-1.233008,-0.184961,0.416695,-0.890031
-0.448162,0.513622,0.124291,-0.543826,0.002033,-0.839196
0.572855,0.731570,-0.783128,-0.683669,0.220024,-0.695835
-0.172551,-0.718918,-0.415485,-0.287761,0.595786,-0.749822
-0.246632,1.030884,0.075702,-0.626968,-0.022012,-0.778734
-1.227079,-0.634399,0.652243,-0.490725,0.370167,-0.788774
-1.062887,-1.496345,0.126529,-0.546950,0.177536,-0.818124
-1.852343,-0.606558,1.207417,-0.566525,0.279171,-0.775315
0.184367,0.172090,-0.513198,-0.570608,-0.089758,-0.816302
-1.074327,1.124033,1.009779,-0.479617,0.349159,-0.805019
-0.871008,-0.497758,0.289687,-0.668906,0.452705,-0.589595
-0.546574,-0.810414,-0.167998,-0.844662,0.240890,-0.478035
-0.761170,-0.028160,0.398329,-0.685594,0.057595,-0.725703
-0.905231,1.552272,1.123369,-0.623201,0.088849,-0.776998
-0.505902,-1.197320,-0.281034,0.061481,0.455557,-0.888081
0.224498,-0.222560,-0.644322,-0.651956,0.175847,-0.737585
1.599204,-0.542955,-1.992129,-0.391230,-0.020875,-0.920056
1.172771,-0.947623,-1.778113,-0.489498,0.443371,-0.750875
-0.617742,1.714342,0.550384,-0.240184,0.804229,-0.543624
-0.339250,0.813439,0.313543,-0.685291,0.118731,-0.718525
-2.135067,0.047106,1.697110,-0.493778,0.335047,-0.802450
-1.395214,0.165978,0.765303,-0.387205,0.369288,-0.844807
0.362756,-0.807011,-0.949245,-0.608802,0.061652,-0.790923
-1.437506,0.495108,1.198443,-0.395220,0.526530,-0.752707
-1.023855,-0.095399,0.510152,0.280909,0.529284,-0.800593
0.211319,0.670633,-0.435560,-0.546805,0.591627,-0.592437
-0.720524,0.625993,0.597042,-0.567186,0.255218,-0.783048
-0.980597,0.463159,0.631011,-0.372498,0.398984,-0.837889
-1.536435,-0.195124,1.098036,-0.511416,0.392411,-0.764505
1.137015,-0.431934,-1.535989,-0.415299,0.335783,-0.845445
-1.419411,-0.762406,0.742807,-0.624267,0.156010,-0.765475
-0.849189,1.230408,0.942361,-0.569299,0.277365,-0.773930
-1.879480,0.512452,1.686881,-0.464133,0.358848,-0.809820
0.080764,1.284007,0.072125,-0.445630,0.298535,-0.843973
-0.772752,-1.218512,-0.006586,-0.544954,0.210063,-0.811726
-1.278709,0.638463,1.037905,-0.629413,0.119685,-0.767798
-0.369570,1.390601,0.236984,-0.367873,0.263287,-0.891823
-0.125758,-0.176204,-0.446982,-0.542233,0.273530,-0.794459
